Bryan Sniper,42.8,10002168,
William Quispe,58.2,10007391,
Liliana Fade,34.4,10009314,
Silvana Sniper,72.3,10020159,
Juan Fukuda,77.7,10007518,
Bryan Fu,23.2,10002668,
Liliana Phoenix,20.7,10029213,
Chamber Cypher,67.3,10002625,
Alejandra Skye,72.1,10013061,
Alvaro Propeth,85.5,10027593,
Enzo Propeth,82.6,10017222,
Alejandra Brimstone,87.3,10008360,
Silvana Fu,70.3,10000235,
Enzo Brimstone,36.5,10004667,
Juan Brimstone,34.4,10002695,
Yoru Quispe,36.8,10021694,
Chamber Oliveira,86.3,10004678,
Enzo Arevalo,78.9,10028464,
Miguel Brimstone,27.6,10031060,
Juan Fade,30.6,10020315,
William Skye,58.9,10007164,
Chamber Breach,65.7,10003487,
Silvana Quispe,47.8,10005629,
Alvaro Brimstone,42.3,10014962,
Diana Fade,81.5,10010195,
Alejandra Brimstone,62.0,10008116,
Camila Oliveira,71.7,10006411,
Bryan Brimstone,50.8,10014924,
Alvaro Brimstone,71.9,10018662,
Mauricio Huscar,98.5,10017578,
William Fade,20.9,10026058,
Alvaro Brimstone,97.7,10002324,
Ahri Huscar,27.0,10019801,
Mauricio Pato,53.5,10027384,
Mauricio Oliveira,84.6,10012835,
Miguel Fu,43.6,10014485,
Diana Breach,97.7,10008526,
Briana Oliveira,49.6,10029361,
Chamber Fade,52.6,10012717,
Liliana Omen,43.9,10024129,
Liliana Cypher,72.5,10022296,
Bryan Phoenix,84.4,10029734,
Miguel Fade,69.3,10022532,
William Skye,51.7,10011635,
Ahri Smith,78.2,10002223,
Silvana Oliveira,41.9,10020175,
Liliana Omen,50.4,10001626,
Liliana Skye,30.9,10017398,
Elsa Huscar,34.4,10001637,
Diana Huscar,36.2,10025705,
Ahri Omen,80.1,10014413,
Reyna Smith,42.1,10011462,
Briana Arevalo,58.3,10001752,
Diana Huscar,60.5,10009313,
Miguel Harbor,70.2,10001017,
Miguel Smith,69.0,10023831,
Ahri Quispe,70.9,10019497,
Juan Quispe,93.1,10019314,
Mauricio Arevalo,78.9,10000335,
Miguel Quispe,84.3,10012181,
Astra Smith,68.7,10029292,
Astra Razor,61.7,10031627,
Elsa Po,60.4,10027813,
Elsa Fade,75.3,10008683,
Miguel Arevalo,21.9,10023392,
Juan Pato,47.5,10004084,
Camila Harbor,30.7,10006287,
Alejandra Skye,41.6,10022663,
Alvaro Fu,31.0,10027489,
Alejandra Phoenix,39.1,10020913,
Alejandra Harbor,52.5,10000750,
Reyna Cypher,83.8,10011422,
William Arevalo,68.4,10002971,
Bryan Smith,45.6,10028712,
Sage Po,82.5,10008519,
Astra Arevalo,85.5,10018540,
Ahri Harbor,50.3,10009601,
Miguel Propeth,52.0,10025087,
Alvaro Omen,83.7,10014423,
Mauricio Po,35.8,10005565,
Alvaro Fukuda,28.7,10002943,
Astra Skye,29.8,10004681,
Chamber Pato,80.8,10021221,
Silvana Pato,86.9,10000690,
Alvaro Fu,40.7,10000748,
Diana Skye,55.5,10032226,
Sage Huscar,49.8,10011224,
Alvaro Cypher,37.4,10024766,
Reyna Harbor,26.5,10025411,
Reyna Omen,89.4,10009496,
Reyna Arevalo,82.3,10008075,
Chamber Razor,48.6,10025072,
Camila Huscar,49.5,10032404,
Camila Propeth,35.5,10030093,
Diana Razor,41.4,10030814,
Diana Propeth,36.2,10030838,
Reyna Smith,31.1,10018230,
Liliana Oliveira,97.0,10004186,
Juan Phoenix,54.3,10010893,
Diana Propeth,28.3,10007262,
Silvana Skye,94.6,10026303,
Ahri Arevalo,97.9,10004213,
Ahri Brimstone,60.8,10021318,
Juan Smith,21.3,10015264,
Diana Skye,49.1,10014902,
Astra Pato,22.4,10013653,
Mauricio Phoenix,63.9,10003831,
Sage Cypher,68.1,10022619,
Alvaro Quispe,41.2,10026504,
Liliana Huscar,78.2,10005589,
Sage Fade,30.4,10031461,
Ahri Omen,59.5,10006493,
Astra Fade,89.0,10000058,
Enzo Arevalo,97.5,10016215,
Reyna Fu,99.8,10030212,
Chamber Sniper,25.4,10020710,
Silvana Brimstone,75.1,10025951,
Reyna Cypher,90.3,10025898,
Ahri Fade,72.9,10029956,
Bryan Pato,81.3,10015790,
Alvaro Pato,84.0,10024778,
Enzo Quispe,74.3,10001071,
William Huscar,75.5,10032168,
Diana Po,30.9,10002598,
Bryan Breach,20.9,10010116,
William Pato,59.1,10007864,
Liliana Breach,36.6,10007516,
Camila Fukuda,21.0,10019964,
Camila Omen,82.4,10014721,
Astra Smith,82.4,10029873,
Elsa Quispe,22.1,10028423,
Camila Pato,58.7,10005602,
William Omen,72.0,10021136,
Silvana Po,24.0,10023556,
Bryan Razor,52.5,10001054,
Ahri Pato,71.1,10013712,
Silvana Cypher,58.4,10024722,
Reyna Propeth,89.8,10007479,
Alvaro Harbor,86.8,10017659,
Camila Razor,42.8,10026633,
Chamber Breach,92.5,10013037,
William Harbor,62.8,10030807,
Juan Propeth,60.9,10007278,
Miguel Pato,62.5,10000540,
Reyna Phoenix,67.7,10022336,
Sage Fade,88.6,10013851,
Juan Po,65.9,10000658,
Mauricio Brimstone,60.2,10015147,
Reyna Smith,92.4,10022361,
Sage Breach,94.8,10026946,
Astra Harbor,83.5,10015075,
Elsa Smith,35.4,10020528,
Juan Quispe,44.2,10019557,
Elsa Arevalo,89.0,10017469,
Alvaro Fu,33.0,10022925,
Briana Razor,37.3,10001278,
Diana Sniper,24.9,10031591,
Reyna Quispe,77.7,10010004,
Alvaro Arevalo,70.8,10025608,
Elsa Quispe,52.2,10018373,
Silvana Razor,86.2,10028396,
Astra Brimstone,74.3,10018819,
Enzo Omen,69.5,10008419,
Liliana Quispe,76.5,10031450,
Astra Arevalo,66.4,10016893,
Astra Brimstone,35.9,10009573,
Elsa Propeth,68.1,10027358,
Ahri Breach,50.4,10010422,
Yoru Fu,52.1,10004182,
Reyna Arevalo,94.2,10001364,
Reyna Brimstone,94.1,10006972,
Chamber Fukuda,77.5,10009789,
Reyna Sniper,50.4,10016343,
Elsa Propeth,92.8,10023439,
Miguel Phoenix,67.5,10024408,
Ahri Skye,99.4,10026434,
Camila Cypher,98.6,10005945,
Camila Brimstone,27.7,10017692,
Miguel Razor,34.1,10003447,
Alvaro Phoenix,71.3,10002376,
Ahri Skye,82.6,10022018,
Mauricio Oliveira,42.0,10023856,
Liliana Arevalo,26.9,10019677,
Alvaro Sniper,97.8,10022668,
Enzo Razor,43.7,10016828,
Camila Oliveira,77.3,10017612,
William Pato,45.5,10009508,
Sage Fade,63.1,10021313,
Juan Pato,51.9,10023650,
Miguel Sniper,49.5,10000681,
William Huscar,53.2,10018634,
Miguel Fu,41.7,10028442,
Briana Fu,82.1,10014364,
Juan Skye,97.9,10008023,
Reyna Po,27.0,10012042,
Chamber Harbor,26.0,10009487,
Ahri Oliveira,38.0,10007213,
Alvaro Breach,42.2,10008610,
Ahri Sniper,21.3,10020718,
William Quispe,78.7,10001881,
Juan Sniper,58.1,10028458,
Alvaro Razor,27.9,10020278,
Reyna Quispe,95.6,10007586,
Bryan Brimstone,70.8,10026048,
Miguel Huscar,20.5,10006766,
Juan Cypher,97.2,10021892,
Ahri Propeth,29.4,10031244,
Ahri Propeth,67.5,10017432,
Ahri Arevalo,77.9,10023243,
Reyna Omen,49.2,10016100,
Ahri Skye,31.3,10024474,
Enzo Brimstone,34.7,10009990,
Yoru Brimstone,38.4,10012931,
Mauricio Fukuda,39.3,10022525,
Sage Propeth,53.1,10028252,
Mauricio Sniper,20.5,10031497,
Astra Brimstone,25.2,10028791,
Juan Po,78.1,10026979,
Briana Huscar,53.7,10001620,
Camila Razor,50.8,10006582,
Yoru Harbor,29.9,10000159,
Alejandra Propeth,80.7,10027008,
Ahri Fade,43.7,10015370,
Diana Sniper,62.9,10012611,
Elsa Razor,30.3,10031163,
Diana Propeth,32.4,10002741,
Bryan Phoenix,96.5,10015460,
Alejandra Cypher,76.8,10004680,
Miguel Fukuda,44.7,10007240,
Camila Fu,21.9,10018882,
Alvaro Harbor,45.5,10029621,
Diana Razor,98.9,10010178,
Sage Fade,50.9,10014007,
Elsa Smith,58.3,10024676,
Yoru Arevalo,65.8,10003093,
Miguel Skye,29.8,10007514,
Reyna Oliveira,73.8,10008922,
Enzo Breach,84.7,10016446,
Briana Po,96.1,10005874,
Astra Propeth,86.1,10030693,
Reyna Po,77.2,10020640,
Diana Oliveira,67.2,10031226,
Reyna Skye,94.7,10030180,
Liliana Quispe,53.8,10009261,
Sage Harbor,80.7,10004611,
Liliana Fu,75.0,10013489,
Astra Huscar,45.2,10022214,
William Propeth,36.2,10016367,
Chamber Fu,61.7,10007231,
Liliana Cypher,21.1,10006538,
William Pato,66.9,10022276,
Astra Phoenix,86.5,10008486,
Ahri Sniper,80.7,10029253,
Ahri Skye,81.2,10022431,
Reyna Fade,46.1,10008752,
Diana Omen,41.7,10024455,
Alejandra Harbor,35.4,10011376,
Yoru Harbor,94.2,10009253,
Reyna Skye,28.2,10008153,
William Brimstone,26.0,10025678,
Elsa Omen,59.3,10020855,
Diana Huscar,61.3,10023245,
Silvana Fu,53.7,10001181,
Yoru Fu,23.2,10017465,
Astra Omen,52.1,10013476,
William Fu,51.2,10008805,
Miguel Po,60.1,10023165,
Sage Huscar,26.8,10026578,
Camila Oliveira,26.7,10003396,
Mauricio Sniper,29.9,10014788,
Alejandra Po,38.5,10021617,
Camila Arevalo,68.8,10017906,
Briana Harbor,90.5,10015199,
Camila Cypher,40.1,10020710,
Bryan Smith,25.0,10000318,
Enzo Fukuda,87.6,10013444,
William Brimstone,87.1,10028074,
Miguel Oliveira,48.5,10004693,
Briana Oliveira,24.6,10012677,
Ahri Phoenix,73.2,10005000,
Briana Harbor,48.9,10007355,
William Omen,73.7,10016584,
Elsa Huscar,77.2,10009501,
William Quispe,53.4,10022104,
Reyna Quispe,81.1,10003964,
Miguel Breach,76.3,10003343,
Mauricio Brimstone,88.3,10021411,
Ahri Oliveira,36.8,10012079,
Mauricio Oliveira,73.3,10023779,
Yoru Huscar,36.5,10002095,
Silvana Brimstone,55.6,10025680,
Reyna Quispe,91.9,10024808,
Diana Phoenix,92.0,10007905,
Reyna Phoenix,25.0,10021962,
Diana Fade,22.0,10010508,
Mauricio Razor,38.0,10031493,
Camila Sniper,73.0,10019097,
Reyna Propeth,60.5,10000707,
Camila Omen,88.8,10012481,
Reyna Razor,85.2,10001009,
Diana Smith,62.2,10025043,
Elsa Phoenix,52.8,10009248,
Ahri Fade,54.0,10017650,
Reyna Cypher,69.3,10021895,
Mauricio Cypher,59.1,10029105,
Elsa Omen,72.3,10008753,
Astra Fukuda,22.3,10026253,
Mauricio Sniper,98.3,10012244,
Astra Propeth,84.0,10004769,
Liliana Fukuda,94.6,10021487,
Diana Skye,80.0,10007679,
Ahri Fu,91.1,10017945,
Juan Skye,89.8,10023955,
Yoru Breach,82.7,10020135,
Diana Huscar,28.9,10012935,
Bryan Fu,22.1,10018965,
Liliana Fukuda,27.4,10002669,
Enzo Fade,58.7,10003545,
Sage Harbor,64.3,10007372,
Ahri Arevalo,21.0,10014723,
Alejandra Omen,87.2,10011197,
Enzo Skye,41.1,10022363,
Liliana Omen,25.5,10018610,
Elsa Phoenix,72.5,10029151,
Reyna Huscar,38.2,10015279,
Ahri Sniper,82.5,10032707,
Sage Arevalo,70.4,10031339,
Alejandra Skye,85.4,10020078,
Elsa Fu,73.4,10028223,
Juan Breach,47.5,10029445,
Diana Fu,29.3,10027338,
Reyna Fade,69.4,10021630,
Ahri Fade,94.2,10031920,
Bryan Smith,34.6,10009561,
Camila Arevalo,55.9,10028382,
Elsa Propeth,64.9,10012779,
Alvaro Fukuda,56.8,10024125,
Briana Pato,59.7,10020577,
Enzo Razor,95.1,10016060,
Bryan Propeth,76.5,10004580,
William Arevalo,94.0,10008719,
Diana Omen,91.0,10008329,
Silvana Propeth,91.7,10012189,
Juan Cypher,33.3,10003053,
Elsa Skye,65.9,10024176,
Reyna Cypher,88.3,10013998,
Yoru Smith,41.6,10029993,
Chamber Harbor,48.9,10012581,
Sage Oliveira,83.4,10026943,
Alvaro Po,82.2,10008707,
Elsa Fukuda,46.7,10015891,
Bryan Brimstone,36.2,10031690,
Reyna Breach,70.2,10019877,
Mauricio Po,85.3,10013874,
Chamber Smith,26.8,10016360,
Ahri Oliveira,25.5,10009467,
William Po,82.7,10013063,
Chamber Fade,79.6,10025023,
Alvaro Pato,31.6,10001570,
Sage Fukuda,76.1,10009405,
Chamber Cypher,75.1,10010556,
Reyna Arevalo,51.8,10026803,
Reyna Fu,99.1,10006272,
Alvaro Huscar,35.9,10024642,
Mauricio Sniper,98.7,10003585,
Bryan Huscar,30.0,10010103,
Bryan Phoenix,51.0,10019611,
Sage Omen,78.2,10019047,
Sage Cypher,42.0,10032683,
Chamber Pato,42.5,10016895,
Ahri Omen,42.9,10022194,
Ahri Harbor,62.1,10031357,
William Po,45.3,10004380,
Alejandra Fu,81.3,10025385,
Alejandra Phoenix,83.9,10028102,
Silvana Po,52.9,10032074,
Juan Arevalo,64.8,10013049,
Liliana Skye,52.0,10028773,
Enzo Fukuda,91.8,10005869,
Sage Skye,92.3,10025679,
Alvaro Phoenix,68.4,10001563,
Juan Phoenix,60.2,10021911,
Enzo Brimstone,57.6,10027616,
Sage Brimstone,75.8,10022348,
Yoru Smith,77.2,10002883,
Chamber Phoenix,80.2,10019770,
Bryan Omen,66.7,10028888,
Briana Propeth,38.9,10011267,
Liliana Po,72.1,10025619,
Alvaro Fu,88.9,10018631,
Miguel Fu,72.7,10019864,
Reyna Pato,21.0,10018490,
Briana Oliveira,56.3,10006459,
Mauricio Huscar,97.0,10023893,
Silvana Huscar,82.1,10032203,
Juan Phoenix,87.1,10020997,
Alvaro Fu,97.3,10006640,
Camila Skye,81.5,10022659,
Camila Oliveira,65.0,10019601,
Astra Fade,23.8,10029250,
Elsa Smith,41.1,10026787,
William Cypher,44.8,10024979,
Mauricio Fu,81.5,10012118,
Mauricio Pato,79.8,10011622,
Mauricio Harbor,75.4,10010481,
William Huscar,56.6,10019161,
Sage Fu,78.5,10021476,
Briana Oliveira,60.8,10005752,
Bryan Smith,45.1,10000726,
Silvana Cypher,93.3,10030548,
Miguel Huscar,73.3,10030137,
Juan Oliveira,34.7,10024668,
Sage Po,68.7,10003879,
Astra Oliveira,49.8,10030875,
Astra Razor,59.3,10020123,
Enzo Sniper,81.5,10004434,
William Razor,53.6,10016704,
Bryan Pato,83.2,10018684,
William Pato,89.1,10013930,
Silvana Fu,87.4,10023743,
Yoru Sniper,95.8,10000506,
Astra Harbor,69.7,10017889,
Mauricio Harbor,24.6,10017975,
Astra Skye,86.0,10026412,
Juan Razor,55.6,10028641,
Enzo Po,47.5,10020083,
Juan Fu,66.1,10004755,
Ahri Phoenix,57.4,10030862,
Liliana Propeth,52.8,10030885,
Camila Po,98.5,10010883,
Liliana Brimstone,25.1,10020778,
Reyna Brimstone,67.4,10024773,
Enzo Smith,76.1,10016334,
Briana Fu,74.6,10007590,
Enzo Brimstone,75.2,10032145,
Liliana Harbor,73.7,10004712,
Sage Quispe,62.2,10001717,
Yoru Fukuda,86.1,10019103,
Reyna Cypher,38.5,10020829,
Silvana Cypher,65.5,10014272,
Chamber Propeth,33.8,10002480,
Briana Phoenix,28.7,10019203,
Liliana Sniper,61.2,10009078,
Astra Razor,58.8,10017939,
Elsa Breach,43.5,10001677,
Alejandra Omen,40.2,10007961,
Chamber Pato,75.6,10000684,
Briana Fukuda,93.4,10021284,
Yoru Omen,38.8,10024643,
Briana Cypher,37.1,10023041,
Alejandra Skye,55.9,10008072,
Elsa Smith,35.7,10012536,
Yoru Brimstone,32.1,10005093,
Astra Pato,47.4,10011798,
Alejandra Sniper,73.8,10022885,
Juan Phoenix,89.9,10005084,
Sage Skye,65.4,10029400,
Bryan Quispe,72.7,10015765,
William Fade,44.0,10000704,
Silvana Oliveira,81.4,10018085,
Juan Phoenix,98.8,10022086,
Elsa Arevalo,57.4,10021376,
Astra Pato,67.8,10012493,
Camila Phoenix,58.9,10012600,
Sage Fu,44.6,10016339,
Ahri Propeth,58.7,10026814,
Yoru Sniper,80.4,10010827,
Ahri Omen,98.2,10013642,
Elsa Arevalo,46.9,10007056,
Bryan Pato,21.6,10006533,
Alejandra Quispe,82.0,10018842,
Elsa Brimstone,43.7,10009578,
Bryan Skye,51.5,10005934,
Diana Omen,72.9,10028411,
Enzo Harbor,30.7,10026124,
William Arevalo,91.9,10023101,
Sage Omen,50.2,10017013,
Reyna Brimstone,73.2,10008472,
Diana Skye,33.1,10006266,
Reyna Pato,72.9,10010761,
Alvaro Po,87.1,10027892,
Bryan Propeth,30.2,10013519,
William Sniper,85.3,10028440,
Chamber Po,67.0,10018038,
Enzo Oliveira,34.4,10029947,
Alvaro Po,29.7,10006766,
Diana Propeth,50.6,10025739,
Chamber Skye,20.5,10017553,
Enzo Cypher,46.9,10031687,
Chamber Fade,65.8,10012356,
Miguel Sniper,86.0,10011833,
Yoru Oliveira,38.6,10021267,
Sage Sniper,20.7,10013053,
Astra Razor,62.7,10019842,
Alvaro Brimstone,87.0,10013793,
Briana Skye,36.6,10025314,
Briana Sniper,80.2,10014171,
Alejandra Sniper,86.4,10014693,
Reyna Brimstone,72.1,10021100,
Diana Cypher,83.9,10017877,
Elsa Quispe,52.4,10011434,
Elsa Skye,44.8,10012946,
Ahri Fade,90.4,10005123,
Silvana Breach,97.8,10001981,
Enzo Propeth,91.3,10003832,
Elsa Oliveira,41.8,10027330,
Astra Oliveira,20.7,10014179,
Briana Sniper,95.6,10001441,
William Pato,33.3,10027909,
Elsa Skye,29.3,10006816,
William Quispe,22.7,10005230,
Elsa Fukuda,90.7,10001866,
Enzo Fade,65.8,10032764,
Enzo Fukuda,55.1,10004592,
Briana Quispe,73.0,10007171,
Mauricio Fu,95.0,10024320,
Briana Harbor,46.9,10021604,
Enzo Arevalo,88.8,10026610,
Yoru Cypher,27.9,10014609,
Yoru Razor,80.3,10021396,
Sage Fu,53.9,10030806,
Silvana Propeth,20.4,10012294,
Bryan Breach,89.8,10010471,
Yoru Omen,81.6,10022688,
Bryan Quispe,50.1,10025329,
Mauricio Pato,42.6,10022162,
Sage Cypher,77.8,10007887,
Astra Skye,40.6,10022795,
Bryan Po,97.4,10002317,
Bryan Smith,38.3,10002593,
Bryan Breach,91.4,10018140,
Briana Sniper,52.1,10006097,
Reyna Fade,72.7,10021292,
Juan Huscar,36.9,10021710,
Ahri Po,86.0,10031744,
Chamber Po,60.2,10027393,
Chamber Sniper,67.4,10026807,
Liliana Huscar,71.3,10018913,
Alejandra Skye,55.1,10017762,
Camila Po,28.4,10021768,
Enzo Sniper,95.3,10001127,
Mauricio Phoenix,27.7,10027577,
Mauricio Phoenix,80.8,10028400,
Diana Sniper,75.1,10016430,
Reyna Fade,43.7,10017922,
Astra Oliveira,71.0,10011754,
Bryan Huscar,61.8,10020785,
Alvaro Brimstone,95.0,10024671,
Miguel Smith,91.4,10013640,
Mauricio Breach,54.9,10014248,
Liliana Razor,92.2,10007262,
Enzo Fukuda,84.8,10032557,
Diana Fu,30.1,10027182,
Bryan Cypher,72.1,10019044,
Reyna Arevalo,30.6,10015026,
Sage Omen,43.1,10013843,
Mauricio Smith,98.3,10003659,
Ahri Po,68.3,10028854,
Yoru Po,46.7,10007679,
Briana Phoenix,95.3,10023292,
Miguel Pato,23.8,10011153,
Reyna Fade,48.1,10022908,
Bryan Quispe,81.0,10003202,
Ahri Razor,45.3,10008965,
Astra Smith,33.4,10031805,
Sage Quispe,20.5,10000833,
Mauricio Pato,94.5,10016633,
Ahri Omen,52.0,10016256,
Miguel Phoenix,81.5,10012306,
Mauricio Oliveira,27.3,10007137,
Ahri Huscar,95.3,10029171,
Chamber Oliveira,59.2,10031034,
Bryan Fu,21.8,10023234,
Camila Breach,91.8,10014443,
William Cypher,24.3,10005224,
Reyna Arevalo,34.7,10003582,
William Quispe,46.9,10032686,
Mauricio Fade,70.8,10018759,
Diana Fade,23.0,10028042,
Enzo Quispe,43.6,10021595,
Reyna Arevalo,66.1,10028368,
Reyna Harbor,65.3,10028313,
Miguel Harbor,77.9,10018396,
Camila Sniper,26.2,10027043,
Enzo Brimstone,35.7,10026358,
Juan Fu,53.3,10004327,
Silvana Razor,92.1,10024450,
Elsa Breach,25.4,10028213,
Astra Smith,63.3,10012594,
William Fukuda,20.1,10025079,
Liliana Sniper,80.7,10023000,
Elsa Propeth,33.7,10005117,
Alvaro Skye,73.1,10010639,
Liliana Pato,78.0,10010748,
Miguel Arevalo,34.3,10023623,
Diana Fukuda,86.1,10000826,
Alejandra Harbor,71.5,10026886,
Yoru Razor,68.1,10001267,
Yoru Oliveira,26.6,10005717,
Bryan Fukuda,81.7,10022912,
Yoru Arevalo,77.8,10001201,
Chamber Arevalo,28.1,10029768,
Diana Phoenix,20.8,10021244,
Liliana Cypher,84.4,10018174,
Yoru Po,74.3,10005695,
Miguel Oliveira,37.3,10026814,
Enzo Cypher,70.3,10025917,
Sage Arevalo,72.9,10003586,
Ahri Fade,97.8,10000424,
William Pato,93.1,10010382,
Astra Huscar,97.4,10001014,
Alejandra Skye,75.3,10026811,
Miguel Harbor,90.0,10011299,
Bryan Sniper,49.4,10013774,
Bryan Po,38.3,10026865,
Sage Oliveira,72.8,10006463,
Astra Pato,25.0,10006231,
Camila Oliveira,68.8,10006421,
Briana Fukuda,42.2,10018238,
Alvaro Breach,86.6,10010189,
Liliana Oliveira,63.0,10007118,
Briana Razor,51.0,10013406,
Bryan Oliveira,60.3,10027844,
Elsa Quispe,38.5,10004949,
Silvana Quispe,47.4,10008624,
Diana Fade,87.2,10000555,
Camila Pato,38.1,10008979,
Astra Harbor,70.0,10030775,
Miguel Po,36.2,10011950,
Chamber Po,92.7,10025836,
Bryan Razor,50.2,10009085,
Enzo Fade,91.5,10029001,
Bryan Propeth,96.8,10006716,
Enzo Quispe,98.9,10027296,
Alejandra Razor,46.8,10012902,
Ahri Omen,46.7,10014108,
Ahri Cypher,87.0,10012549,
Liliana Pato,82.9,10010426,
Briana Oliveira,67.1,10013785,
Camila Arevalo,54.9,10016769,
Diana Omen,45.6,10013465,
Mauricio Fade,35.7,10005190,
Astra Quispe,66.5,10023388,
Alvaro Fade,70.5,10028487,
Chamber Huscar,60.9,10027754,
Ahri Smith,28.0,10031310,
Yoru Fade,47.4,10008454,
Briana Quispe,39.3,10030792,
Miguel Phoenix,43.9,10015351,
Briana Huscar,60.3,10031864,
Briana Pato,50.8,10021968,
Elsa Propeth,57.9,10011684,
Elsa Po,43.2,10029256,
Mauricio Fukuda,72.0,10013810,
Reyna Skye,75.7,10025897,
Silvana Sniper,53.8,10019533,
Camila Arevalo,34.9,10018075,
Miguel Arevalo,84.4,10027792,
Chamber Smith,53.3,10000462,
Alejandra Brimstone,22.7,10026053,
Chamber Fu,77.6,10013917,
Enzo Fade,85.7,10029236,
Yoru Fu,78.7,10000985,
Alejandra Propeth,25.5,10008996,
Ahri Harbor,82.5,10014428,
Chamber Fade,86.3,10006767,
Bryan Quispe,86.4,10003609,
Silvana Quispe,99.9,10026206,
Miguel Cypher,35.1,10031036,
William Harbor,73.2,10026727,
Diana Po,21.0,10020130,
Silvana Smith,66.6,10003523,
Alejandra Razor,57.3,10005416,
Astra Oliveira,64.5,10022777,
Mauricio Fu,65.8,10028325,
Ahri Breach,69.1,10024008,
Liliana Razor,80.0,10000716,
Alejandra Fukuda,28.4,10027936,
Mauricio Skye,64.0,10001411,
Juan Arevalo,63.1,10021766,
Juan Quispe,46.6,10009088,
William Breach,37.9,10022678,
Silvana Smith,91.2,10008990,
Sage Razor,57.7,10028290,
William Sniper,26.2,10011462,
Yoru Breach,75.4,10030906,
Juan Breach,99.2,10017776,
Yoru Omen,72.4,10005676,
Briana Fu,58.4,10024312,
Elsa Brimstone,60.6,10030643,
Elsa Fukuda,39.0,10019808,
Miguel Cypher,78.7,10021419,
Alejandra Fukuda,77.3,10015675,
Astra Oliveira,22.6,10016339,
Elsa Omen,54.8,10018129,
Diana Po,37.8,10028504,
Chamber Quispe,58.5,10015032,
Diana Omen,79.7,10009023,
Enzo Huscar,82.6,10006140,
Ahri Cypher,89.9,10005513,
Enzo Oliveira,23.8,10004364,
Miguel Arevalo,99.4,10023501,
Bryan Cypher,54.5,10027649,
Chamber Omen,36.2,10015377,
Liliana Oliveira,78.7,10013310,
Reyna Fukuda,44.9,10018222,
Elsa Pato,24.8,10027834,
Elsa Propeth,48.6,10019974,
Briana Huscar,61.8,10005745,
Reyna Sniper,72.6,10000846,
Alejandra Breach,81.0,10008144,
Silvana Razor,56.5,10025027,
Sage Oliveira,61.1,10013465,
Enzo Cypher,40.6,10020217,
Alvaro Arevalo,44.7,10031505,
Chamber Breach,95.2,10032046,
Astra Breach,85.2,10006003,
Elsa Breach,53.9,10021184,
Juan Quispe,46.0,10001025,
Diana Smith,53.2,10011323,
Diana Razor,30.2,10017776,
Juan Fu,55.0,10013852,
Reyna Razor,21.4,10003760,
Astra Sniper,70.6,10028082,
Diana Arevalo,90.2,10021617,
Camila Razor,88.1,10009425,
Juan Fu,82.3,10028621,
Sage Sniper,53.0,10014895,
